Year,countrygroup,Units,Series,Value
2005,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2005,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
2005,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2006,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
2006,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2006,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
2006,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2007,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
2007,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2007,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
2007,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2008,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.008
2008,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2008,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.000159333365134
2008,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2009,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.053
2009,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2009,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.001258651567154
2009,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2010,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.05
2010,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2010,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.001144193272917
2010,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2011,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0562
2011,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2011,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.001064623478668
2011,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2012,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0562
2012,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2012,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.00084094627884
2012,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2013,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0358
2013,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
