"Year","data.mainsource","source","Value"
"2004","";"",0.873660853905
"2004","data.fuelcombustion";"",0.794639788581
"2004","data.fuelcombustion";"data.energyindustries",0.123183701805
"2004","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.07415015961
"2004","data.fuelcombustion";"data.transportsector",0.118573263096
"2004","data.fuelcombustion";"data.othersectors",0.47873266407
"2004","data.bunkers";"",0.079021065324
"2004","data.bunkers";"data.aviation",0.001153302624
"2004","data.bunkers";"data.navigation",0.0778677627
"2005","";"",0.861135956725
"2005","data.fuelcombustion";"",0.792993759811
"2005","data.fuelcombustion";"data.energyindustries",0.11261801682
"2005","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.065982257355
"2005","data.fuelcombustion";"data.transportsector",0.124653204136
"2005","data.fuelcombustion";"data.othersectors",0.4897402815
"2005","data.bunkers";"",0.068142196914
"2005","data.bunkers";"data.aviation",0.001206296064
"2005","data.bunkers";"data.navigation",0.06693590085
"2006","";"",0.8072381841
"2006","data.fuelcombustion";"",0.77987341884
"2006","data.fuelcombustion";"data.energyindustries",0.12235531907
"2006","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.06029952882
"2006","data.fuelcombustion";"data.transportsector",0.11974667788
"2006","data.fuelcombustion";"data.othersectors",0.47747189307
"2006","data.bunkers";"",0.02736476526
"2006","data.bunkers";"data.aviation",0.00128650032
"2006","data.bunkers";"data.navigation",0.02607826494
"2007","";"",0.830285483365
"2007","data.fuelcombustion";"",0.806591333089
"2007","data.fuelcombustion";"data.energyindustries",0.12891307682
"2007","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.061171904745
"2007","data.fuelcombustion";"data.transportsector",0.138906262514
"2007","data.fuelcombustion";"data.othersectors",0.47760008901
"2007","data.bunkers";"",0.023694150276
"2007","data.bunkers";"data.aviation",0.001045737216
"2007","data.bunkers";"data.navigation",0.02264841306
"2008","";"",0.761614112785
"2008","data.fuelcombustion";"",0.739940645677
"2008","data.fuelcombustion";"data.energyindustries",0.136896103115
"2008","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.05620738158
"2008","data.fuelcombustion";"data.transportsector",0.142791899042
"2008","data.fuelcombustion";"data.othersectors",0.40404526194
"2008","data.bunkers";"",0.021673467108
"2008","data.bunkers";"data.aviation",0.000999433728
"2008","data.bunkers";"data.navigation",0.02067403338
"2009","";"",0.83575398112
"2009","data.fuelcombustion";"",0.77145324394
"2009","data.fuelcombustion";"data.energyindustries",0.131608640235
"2009","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.043329031035
"2009","data.fuelcombustion";"data.transportsector",0.13761590422
"2009","data.fuelcombustion";"data.othersectors",0.45889966845
"2009","data.bunkers";"",0.06430073718
"2009","data.bunkers";"data.aviation",0.000745416
"2009","data.bunkers";"data.navigation",0.06355532118
"2010","";"",0.8835445323
"2010","data.fuelcombustion";"",0.84746971989
"2010","data.fuelcombustion";"data.energyindustries",0.16400114503
"2010","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.04375500066
"2010","data.fuelcombustion";"data.transportsector",0.13294381649
"2010","data.fuelcombustion";"data.othersectors",0.50676975771
"2010","data.bunkers";"",0.03607481241
"2010","data.bunkers";"data.aviation",0.000773604
"2010","data.bunkers";"data.navigation",0.03530120841
"2011","";"",0.77399522424
"2011","data.fuelcombustion";"",0.73008170643
"2011","data.fuelcombustion";"data.energyindustries",0.1333468026
"2011","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.04339047174
"2011","data.fuelcombustion";"data.transportsector",0.13661417121
"2011","data.fuelcombustion";"data.othersectors",0.41673026088
"2011","data.bunkers";"",0.04391351781
"2011","data.bunkers";"data.aviation",0.001199556
"2011","data.bunkers";"data.navigation",0.04271396181
"2012","";"",0.870822707815
"2012","data.fuelcombustion";"",0.816465326155
"2012","data.fuelcombustion";"data.energyindustries",0.148784378609
"2012","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.048901583076
"2012","data.fuelcombustion";"data.transportsector",0.13247992916
"2012","data.fuelcombustion";"data.othersectors",0.48629943531
"2012","data.bunkers";"",0.05435738166
"2012","data.bunkers";"data.aviation",0.001293516
"2012","data.bunkers";"data.navigation",0.05306386566
"2013","";"",0.808483916232
"2013","data.fuelcombustion";"",0.788829216612
"2013","data.fuelcombustion";"data.energyindustries",0.13659414299
"2013","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.049824989682
"2013","data.fuelcombustion";"data.transportsector",0.12495354328
"2013","data.fuelcombustion";"data.othersectors",0.47745654066
"2013","data.bunkers";"",0.01965469962
"2013","data.bunkers";"data.aviation",0.001130652
"2013","data.bunkers";"data.navigation",0.01852404762
"2014","";"",0.849716660636
"2014","data.fuelcombustion";"",0.818944348526
"2014","data.fuelcombustion";"data.energyindustries",0.12454809929
"2014","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.060787479366
"2014","data.fuelcombustion";"data.transportsector",0.12952569183
"2014","data.fuelcombustion";"data.othersectors",0.50408307804
"2014","data.bunkers";"",0.03077231211
"2014","data.bunkers";"data.aviation",0.000836244
"2014","data.bunkers";"data.navigation",0.02993606811
"2015","";"",0.806052373556
"2015","data.fuelcombustion";"",0.788962581566
"2015","data.fuelcombustion";"data.energyindustries",0.102133592949
"2015","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.063252240597
"2015","data.fuelcombustion";"data.transportsector",0.12740415497
"2015","data.fuelcombustion";"data.othersectors",0.49617259305
"2015","data.bunkers";"",0.01708979199
"2015","data.bunkers";"data.aviation",0.000441612
"2015","data.bunkers";"data.navigation",0.01664817999
"2016","";"",0.83605807704
"2016","data.fuelcombustion";"",0.787743280707
"2016","data.fuelcombustion";"data.energyindustries",0.125549164776
"2016","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.064846592931
"2016","data.fuelcombustion";"data.transportsector",0.1473393891
"2016","data.fuelcombustion";"data.othersectors",0.4500081339
"2016","data.bunkers";"",0.048314796333
"2016","data.bunkers";"data.aviation",0.000726624
"2016","data.bunkers";"data.navigation",0.047588172333
"2017","";"",1.001444353881
"2017","data.fuelcombustion";"",0.949482067611
"2017","data.fuelcombustion";"data.energyindustries",0.1243864284385
"2017","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.0856012244325
"2017","data.fuelcombustion";"data.transportsector",0.15024302162
"2017","data.fuelcombustion";"data.othersectors",0.58925139312
"2017","data.bunkers";"",0.05196228627
"2017","data.bunkers";"data.aviation",0.000645192
"2017","data.bunkers";"data.navigation",0.05131709427
"2018","";"",1.107306905731
"2018","data.fuelcombustion";"",1.045891919731
"2018","data.fuelcombustion";"data.energyindustries",0.136632088308
"2018","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.081812712693
"2018","data.fuelcombustion";"data.transportsector",0.15927373909
"2018","data.fuelcombustion";"data.othersectors",0.66817337964
"2018","data.bunkers";"",0.061414986
"2018","data.bunkers";"data.aviation",0.000786132
"2018","data.bunkers";"data.navigation",0.060628854
"2019","";"",1.132443546626
"2019","data.fuelcombustion";"",1.088968975166
"2019","data.fuelcombustion";"data.energyindustries",0.175797183088
"2019","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.079782782148
"2019","data.fuelcombustion";"data.transportsector",0.168582067
"2019","data.fuelcombustion";"data.othersectors",0.66480694293
"2019","data.bunkers";"",0.04347457146
"2019","data.bunkers";"data.aviation",0.000757944
"2019","data.bunkers";"data.navigation",0.04271662746
"2020","";"",1.1896239732705
"2020","data.fuelcombustion";"",1.1279217339405
"2020","data.fuelcombustion";"data.energyindustries",0.1855299820295
"2020","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.085318415931
"2020","data.fuelcombustion";"data.transportsector",0.16794943687
"2020","data.fuelcombustion";"data.othersectors",0.68912389911
"2020","data.bunkers";"",0.06170223933
"2020","data.bunkers";"data.aviation",0.000216108
"2020","data.bunkers";"data.navigation",0.06148613133
"2021","";"",1.211718906745
"2021","data.fuelcombustion";"",1.130188369615
"2021","data.fuelcombustion";"data.energyindustries",0.1928290093225
"2021","data.fuelcombustion";"data.manufacturingindustriesandconstruction",0.0675467873025
"2021","data.fuelcombustion";"data.transportsector",0.17080696137
"2021","data.fuelcombustion";"data.othersectors",0.69900561162
"2021","data.bunkers";"",0.08153053713
"2021","data.bunkers";"data.aviation",0.000416556
"2021","data.bunkers";"data.navigation",0.08111398113
